"REF_DATE","GEO","DGUID","Fuel type","Vehicle type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-07","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2018-10","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2019-01","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2019-04","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2019-07","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2019-10","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2020-01","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2020-04","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2020-07","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2020-10","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2021-01","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2021-04","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2021-07","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2021-10","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2022-01","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2022-04","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2022-07","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2022-10","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2023-01","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2023-04","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2023-07","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2023-10","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2024-01","Nova Scotia","2016A000212","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719182","4.4.2.1","","..","","","0"
"2017-01","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2017-04","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2017-07","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2017-10","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2018-01","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2018-04","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2018-07","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2018-10","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2019-01","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2019-04","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2019-07","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2019-10","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2020-01","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2020-04","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2020-07","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2020-10","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2021-01","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2021-04","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2021-07","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2021-10","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2022-01","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2022-04","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2022-07","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2022-10","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2023-01","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2023-04","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2023-07","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2023-10","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2024-01","Nova Scotia","2016A000212","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719189","4.4.3.1","","..","","","0"
"2017-01","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2017-04","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2017-07","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2017-10","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2018-01","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2018-04","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2018-07","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2018-10","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2019-01","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2019-04","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2019-07","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2019-10","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2020-01","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2020-04","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2020-07","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2020-10","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2021-01","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2021-04","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2021-07","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2021-10","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2022-01","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2022-04","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2022-07","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2022-10","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2023-01","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2023-04","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2023-07","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2023-10","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2024-01","Nova Scotia","2016A000212","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719196","4.4.4.1","","..","","","0"
"2017-01","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2017-04","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2017-07","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2017-10","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2018-01","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2018-04","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2018-07","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2018-10","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2019-01","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2019-04","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2019-07","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2019-10","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2020-01","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2020-04","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2020-07","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2020-10","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2021-01","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2021-04","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2021-07","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2021-10","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2022-01","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2022-04","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2022-07","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2022-10","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2023-01","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2023-04","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2023-07","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2023-10","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2024-01","Nova Scotia","2016A000212","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719203","4.4.5.1","","..","","","0"
"2017-01","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","1","","","","0"
"2017-04","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","1","","","","0"
"2017-07","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","1","","","","0"
"2017-10","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","3","","","","0"
"2018-01","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","3","","","","0"
"2018-04","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","2","","","","0"
"2018-07","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","4","","","","0"
"2018-10","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","13","","","","0"
"2019-01","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","4","","","","0"
"2019-04","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","26","","","","0"
"2019-07","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","30","","","","0"
"2019-10","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","21","","","","0"
"2020-01","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","24","","","","0"
"2020-04","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","17","","","","0"
"2020-07","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","42","","","","0"
"2020-10","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","27","","","","0"
"2021-01","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","37","","","","0"
"2021-04","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","48","","","","0"
"2021-07","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","136","","","","0"
"2021-10","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","49","","","","0"
"2022-01","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","93","","","","0"
"2022-04","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","125","","","","0"
"2022-07","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","190","","","","0"
"2022-10","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","163","","","","0"
"2023-01","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","153","","","","0"
"2023-04","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","224","","","","0"
"2023-07","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","279","","","","0"
"2023-10","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","286","","","","0"
"2024-01","New Brunswick","2016A000213","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719210","5.4.1.1","248","","","","0"
"2017-01","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","0","","","","0"
"2017-04","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","0","","","","0"
"2017-07","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","1","","","","0"
"2017-10","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","3","","","","0"
"2018-01","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","3","","","","0"
"2018-04","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","2","","","","0"
"2018-07","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","4","","","","0"
"2018-10","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","11","","","","0"
"2019-01","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","4","","","","0"
"2019-04","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","21","","","","0"
"2019-07","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","23","","","","0"
"2019-10","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","11","","","","0"
"2020-01","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","18","","","","0"
"2020-04","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","9","","","","0"
"2020-07","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","21","","","","0"
"2020-10","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","5","","","","0"
"2021-01","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","19","","","","0"
"2021-04","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","20","","","","0"
"2021-07","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","51","","","","0"
"2021-10","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","18","","","","0"
"2022-01","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","35","","","","0"
"2022-04","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","33","","","","0"
"2022-07","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","79","","","","0"
"2022-10","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","45","","","","0"
"2023-01","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","33","","","","0"
"2023-04","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","51","","","","0"
"2023-07","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","48","","","","0"
"2023-10","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","53","","","","0"
"2024-01","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719217","5.4.2.1","30","","","","0"
"2017-01","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2017-04","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2017-07","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2017-10","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2018-01","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2018-04","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2018-07","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2018-10","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2019-01","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2019-04","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2019-07","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2019-10","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2020-01","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2020-04","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2020-07","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2020-10","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2021-01","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2021-04","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2021-07","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2021-10","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2022-01","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","0","","","","0"
"2022-04","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","3","","","","0"
"2022-07","New Brunswick","2016A000213","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719224","5.4.3.1","13","","","","0"
