"REF_DATE","GEO","DGUID","Fuel type","Vehicle type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-07","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","0","","","","0"
"2017-10","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","0","","","","0"
"2018-01","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","0","","","","0"
"2018-04","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","0","","","","0"
"2018-07","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","0","","","","0"
"2018-10","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","0","","","","0"
"2019-01","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","0","","","","0"
"2019-04","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","0","","","","0"
"2019-07","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","0","","","","0"
"2019-10","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","0","","","","0"
"2020-01","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","0","","","","0"
"2020-04","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","0","","","","0"
"2020-07","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","0","","","","0"
"2020-10","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","0","","","","0"
"2021-01","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","0","","","","0"
"2021-04","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","0","","","","0"
"2021-07","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","0","","","","0"
"2021-10","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","0","","","","0"
"2022-01","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","53","","","","0"
"2022-04","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","189","","","","0"
"2022-07","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","114","","","","0"
"2022-10","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","140","","","","0"
"2023-01","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","196","","","","0"
"2023-04","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","330","","","","0"
"2023-07","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","255","","","","0"
"2023-10","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","113","","","","0"
"2024-01","Quebec","2016A000224","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719273","6.4.5.1","115","","","","0"
"2017-01","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","595","","","","0"
"2017-04","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","831","","","","0"
"2017-07","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","950","","","","0"
"2017-10","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","1187","","","","0"
"2018-01","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","928","","","","0"
"2018-04","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","3615","","","","0"
"2018-07","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","2476","","","","0"
"2018-10","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","1195","","","","0"
"2019-01","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","849","","","","0"
"2019-04","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","1994","","","","0"
"2019-07","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","2180","","","","0"
"2019-10","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","1538","","","","0"
"2020-01","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","1554","","","","0"
"2020-04","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","1217","","","","0"
"2020-07","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","2554","","","","0"
"2020-10","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","2833","","","","0"
"2021-01","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","2568","","","","0"
"2021-04","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","3710","","","","0"
"2021-07","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","3671","","","","0"
"2021-10","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","4799","","","","0"
"2022-01","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","5688","","","","0"
"2022-04","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","7877","","","","0"
"2022-07","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","9720","","","","0"
"2022-10","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","9498","","","","0"
"2023-01","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","6700","","","","0"
"2023-04","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","9440","","","","0"
"2023-07","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","11372","","","","0"
"2023-10","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","10802","","","","0"
"2024-01","Ontario","2016A000235","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719280","7.4.1.1","8027","","","","0"
"2017-01","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","414","","","","0"
"2017-04","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","604","","","","0"
"2017-07","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","685","","","","0"
"2017-10","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","829","","","","0"
"2018-01","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","754","","","","0"
"2018-04","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","3303","","","","0"
"2018-07","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","2212","","","","0"
"2018-10","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","1042","","","","0"
"2019-01","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","564","","","","0"
"2019-04","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","1658","","","","0"
"2019-07","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","1844","","","","0"
"2019-10","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","1194","","","","0"
"2020-01","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","1259","","","","0"
"2020-04","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","819","","","","0"
"2020-07","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","1258","","","","0"
"2020-10","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","1357","","","","0"
"2021-01","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","989","","","","0"
"2021-04","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","1648","","","","0"
"2021-07","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","2019","","","","0"
"2021-10","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","2350","","","","0"
"2022-01","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","2870","","","","0"
"2022-04","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","2905","","","","0"
"2022-07","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","3998","","","","0"
"2022-10","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","2594","","","","0"
"2023-01","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","2365","","","","0"
"2023-04","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","2191","","","","0"
"2023-07","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","3129","","","","0"
"2023-10","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","2488","","","","0"
"2024-01","Ontario","2016A000235","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719287","7.4.2.1","1596","","","","0"
"2017-01","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2017-04","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2017-07","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2017-10","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2018-01","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2018-04","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2018-07","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2018-10","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2019-01","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2019-04","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2019-07","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2019-10","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2020-01","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2020-04","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2020-07","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2020-10","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2021-01","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2021-04","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2021-07","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2021-10","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2022-01","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","0","","","","0"
"2022-04","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","59","","","","0"
"2022-07","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","470","","","","0"
"2022-10","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","344","","","","0"
"2023-01","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","354","","","","0"
"2023-04","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","382","","","","0"
"2023-07","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","523","","","","0"
"2023-10","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","550","","","","0"
"2024-01","Ontario","2016A000235","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719294","7.4.3.1","469","","","","0"
"2017-01","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","181","","","","0"
"2017-04","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","227","","","","0"
"2017-07","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","265","","","","0"
"2017-10","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","358","","","","0"
"2018-01","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","174","","","","0"
"2018-04","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","312","","","","0"
"2018-07","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","264","","","","0"
"2018-10","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","153","","","","0"
"2019-01","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","285","","","","0"
"2019-04","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","336","","","","0"
"2019-07","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","336","","","","0"
"2019-10","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","344","","","","0"
"2020-01","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","295","","","","0"
"2020-04","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","398","","","","0"
"2020-07","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","1296","","","","0"
"2020-10","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","1476","","","","0"
"2021-01","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","1579","","","","0"
"2021-04","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","2062","","","","0"
"2021-07","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","1652","","","","0"
"2021-10","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","2449","","","","0"
"2022-01","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","2814","","","","0"
"2022-04","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","4869","","","","0"
"2022-07","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","5206","","","","0"
"2022-10","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","6478","","","","0"
"2023-01","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","3878","","","","0"
"2023-04","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","6698","","","","0"
"2023-07","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","7644","","","","0"
"2023-10","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","7605","","","","0"
"2024-01","Ontario","2016A000235","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719301","7.4.4.1","5913","","","","0"
"2017-01","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2017-04","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2017-07","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2017-10","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2018-01","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2018-04","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2018-07","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2018-10","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2019-01","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2019-04","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2019-07","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2019-10","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2020-01","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2020-04","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2020-07","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2020-10","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2021-01","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2021-04","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2021-07","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2021-10","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","0","","","","0"
"2022-01","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","4","","","","0"
"2022-04","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","44","","","","0"
"2022-07","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","46","","","","0"
"2022-10","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","82","","","","0"
"2023-01","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","103","","","","0"
"2023-04","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","169","","","","0"
"2023-07","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","76","","","","0"
"2023-10","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","159","","","","0"
"2024-01","Ontario","2016A000235","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719308","7.4.5.1","49","","","","0"
"2017-01","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","5","","","","0"
"2017-04","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","5","","","","0"
"2017-07","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","7","","","","0"
"2017-10","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","4","","","","0"
"2018-01","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","6","","","","0"
"2018-04","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","16","","","","0"
"2018-07","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","19","","","","0"
"2018-10","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","31","","","","0"
"2019-01","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","11","","","","0"
"2019-04","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","45","","","","0"
"2019-07","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","58","","","","0"
"2019-10","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","35","","","","0"
"2020-01","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","38","","","","0"
"2020-04","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","44","","","","0"
"2020-07","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","77","","","","0"
"2020-10","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","52","","","","0"
"2021-01","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","53","","","","0"
"2021-04","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","89","","","","0"
"2021-07","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","109","","","","0"
"2021-10","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","105","","","","0"
"2022-01","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","108","","","","0"
"2022-04","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","133","","","","0"
"2022-07","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","260","","","","0"
"2022-10","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","211","","","","0"
"2023-01","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","173","","","","0"
"2023-04","Manitoba","2016A000246","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719315","8.4.1.1","238","","","","0"
